Step,height (mm),Frequency (GHz),Q,Loss (dB),mm_p_step,Holder Material,Sample,OD base (mm),OD top (mm),Length (mm),Length wo base (mm),ID (mm),WG_length (mm),WG_d (mm),WG_a (mm),WG_wall_thickness (mm),Mode,sample height (mm),Aeff,Sample Aeff,Sample Weight (mg),DelAeff_h,DelAeff_s
-250,-1.5325,5.117246875,5750.5,-9.3329,0.00613,Rexolite,"66041.3, Apollo 16, Mature highland",9.13,9.13,34.93,32.65,6.95,304.8,58.16,29.08,1.675,9,24.204,61.7195,36.6428,1410.6,3.11E-02,1.16E-02
0,0,5.1172,5741.3,-9.3474,,,,,,,,,,,,,,,,,,,
250,1.5325,5.116928125,5724.9,-9.3731,,,,,,,,,,,,,,,,,,,
500,3.065,5.116040625,5695,-9.4252,,,,,,,,,,,,,,,,,,,
750,4.5975,5.11444375,5629.7,-9.5386,,,,,,,,,,,,,,,,,,,
1000,6.13,5.11223125,5533.2,-9.7089,,,,,,,,,,,,,,,,,,,
1250,7.6625,5.109403125,5404.4,-9.9324,,,,,,,,,,,,,,,,,,,
1500,9.195,5.10620625,5263.2,-10.184,,,,,,,,,,,,,,,,,,,
1750,10.7275,5.10268125,5114.8,-10.46,,,,,,,,,,,,,,,,,,,
2000,12.26,5.09899375,4961.7,-10.755,,,,,,,,,,,,,,,,,,,
2250,13.7925,5.095171875,4815.7,-11.041,,,,,,,,,,,,,,,,,,,
2500,15.325,5.09135625,4684.4,-11.308,,,,,,,,,,,,,,,,,,,
2750,16.8575,5.08756875,4560,-11.566,,,,,,,,,,,,,,,,,,,
3000,18.39,5.08381875,4440.8,-11.812,,,,,,,,,,,,,,,,,,,
3250,19.9225,5.080090625,4332.6,-12.04,,,,,,,,,,,,,,,,,,,
3500,21.455,5.0764375,4243.7,-12.244,,,,,,,,,,,,,,,,,,,
3750,22.9875,5.07285,4160.2,-12.421,,,,,,,,,,,,,,,,,,,
4000,24.52,5.069284375,4087.4,-12.589,,,,,,,,,,,,,,,,,,,
4250,26.0525,5.065815625,4025.7,-12.735,,,,,,,,,,,,,,,,,,,
4500,27.585,5.062425,3968.9,-12.864,,,,,,,,,,,,,,,,,,,
4750,29.1175,5.058971875,3907.7,-13.005,,,,,,,,,,,,,,,,,,,
5000,30.65,5.053840625,3801.1,-13.268,,,,,,,,,,,,,,,,,,,
